Index,Sentence
789,"Mâle blanc, vingt-cinq à cinquante ans."
790,La présente administration est terrible.
791,Quigg n'a jamais travaillé pour ce cabinet.
792,Mais nous remettrons ça .
793,Elle a sorti de nouvelles allégations ?
794,Le mobilier était passe-partout.
795,C'était plusieurs nuances de caramel.
796,Les Doc Martens sont là.
797,Vous avez eu à en déloger récemment ?
798,Elle est située sur les hauteurs.
799,Cette personne le chérissait.
800,Elle est tapie sous la surface.
801,De rompre ses barrages.
802,C'était du papier à lettres standard.
803,Les circonstances m'ont ramené ici.
804,J'étais à Palm Springs.
805,Nous interrogeons tous ceux liés à Vita.
806,"Les droits, ce n’est pas rien."
807,Tout le monde l'ignorait.
808,Milo ne parlait pas d'indices juteux.
809,Elle jouait profil bas.
810,Elle imagine son chéri qui affronte une bête sauvage.
811,Elle portait un haut noir décolleté.
812,Je sais que votre labo s'occupe des poils .
813,Il les attrapa de ses doigts gantés.
814,Cela me plonge rarement ici.
815,Elle habitait à Bel Air.
816,J'en avais vu des exemples.
817,Ce n'était rien de bien méchant.
818,Le profilage est une fumisterie.
819,C’est à l’image de la maîtresse.
820,Mais difficiles à réfuter.
821,Comment ça s'est passé ?
822,C'était une autre histoire.
823,"Je dis ""Discrète plus que minime."
824,"Dans la chambre conjugale, c'était une autre histoire."
825,Elle avait les cheveux courts et ondulés.
826,C'était un air de Brahms.
827,Le meurtre n'est pas une plaisanterie.
828,Mais ce serait mentir.
829,Ce sourire était difficile à qualifier.
830,Ils semblaient collés l'un à l'autre.
831,Il ne restait que de minuscules oreilles.
832,"Vous êtes sûre, madame ? ."
833,Il fit des opérations de reconnaissance.
834,Il était effrayé de leur réaction.
835,De quelle société s'agit-il ?
836,Elles devinrent deux petits cailloux.
837,Il avait un pli et un revers.
838,Il avait un brillant à l'oreille.
839,Ça donnait un côté effets spéciaux.
840,C'est défendu de fumer à l'intérieur.
841,Vous disiez Vita Berlin ?
842,Elle était autrefois blanche.
843,Elle s’appelait Cheryl Gates.
844,Je leur ai demandé si je pouvais aider.
845,Le gentil M. Quigg fut ciblé.
846,Il bosse à Brentwood.
847,C'est de la musique new age.
848,Elle agrippa la manche de Milo.
849,Elle était hautement vulnérable.
850,Elle est sur la pente descendante.
851,Il ne prétend jamais.
852,"Sloat demanda ""Quoi, alors ?"
853,Vita Berlin n'était pas généreuse.
854,Une analyse très sensée.
855,Il y avait vingt minutes d'attente.
856,C'est comme ça qu'il s'est retrouvé avec Louie .
857,Je l'introduis dans le lecteur.
858,Il faisait un sort à des pancakes.
859,Mais le tueur les lui a remises .
860,Je fis défiler d'autres images mentales.
861,"Milo demanda ""Vous avez souvent de la compagnie ?"
862,Ce n'est souvent qu'un répit.
863,Je mène une petite vie.
864,Elle tenta de me rendre les papiers.
865,"Enfin, ce n’est que mon avis."
866,"Il s’agit d’un meurtre, Jay."
867,Vita s'est attiré des ennuis.
868,On lui collait son tiroir.
869,C'était autre chose à Philadelphie.
870,He does not dirty his hands.
871,Elle était excentrée sur Lankershim.
872,Une plaisanterie de très mauvais goût.
873,Le propriétaire avait le pantalon baissé.
874,J’ai besoin de ce boulot.
875,Jugez-vous indispensable de recourir au Luminol ?
876,Voilà où on en est arrivé.
877,es  m'exaspère  au présent.
878,Elle utilisa des accusations bidon.
879,Un patient a fait des siennes.
880,C’était un adepte du jogging ?
881,Il s'orientait vers la gastro-entérologie.
882,Un peu d'harmonie ne nuit pas.
883,Il portait des chaussettes bleues.
884,Il cherchait Jackson Junius Sloat.
885,Ils reposaient sur une serviette de toilette.
886,Elle était séparée de la rue.
887,Mon articulation se réveille.
888,Pas de cigarillo à la bouche.
889,Au vu de ses crimes.
890,Ce sacré Bill. Alias arrière-très-grand-père.
891,"Alors, c'est quoi le problème ?"
892,Il était dans la partie ouest.
893,Anthony est rentré à Fort Irwin.
894,Le campus universitaire défila.
895,Son pas se rapproche.
896,"Pas du tout, madame."
897,C'était un cadre en argent.
898,Vous pouvez sans doute vous en passer.
899,Je croise les doigts.
900,La lettre d'un agent de change précisait le sens.
901,Je vais les nourrir.
902,Milo voulait visiter Jay.
903,"En médecine nucléaire, on utilise des colorants."
904,Penchez-vous sur cette femme.
905,Ils étaient faits à l’ecstasy et la tequila.
906,Une locataire fiable et durable.
907,Si vous parlez à mon employeur.
908,Il y avait des arbustes topiaires.
909,Il me laissa entrer seul.
910,Don Wheeling se leva.
911,Elle servait à signaler les indices.
912,"Pour lui, Barron était un obstacle."
913,Son cabinet était dans Olympic Boulevard.
914,Je conçois votre tâche.
915,Nous prîmes ma Seville.
916,Il était bien placé pour connaître ses habitudes.
917,Les techniciens sont arrivés juste après votre départ .
918,Il se tortillait au rythme de son iPod.
919,Elle poussa la porte d’un ongle.
920,J'ai déjà une barrière de corail.
921,J'ai ravalé mon amour-propre.
922,Je n'aurais jamais imaginé y avoir un souci.
923,Il nous faut envisager toutes les pistes.
924,Je pourrai m'en ouvrir alors.
925,C'était à cause d'elle.
926,Elles en sont certainement.
927,Milo comptait sur lui.
928,Le bon vieux temps datait.
929,Avez-vous vu des signes de dépendance ?
930,Vous avez creusé la piste de la sorcellerie ?
931,Elle avait cinquante-six ans.
932,On croirait entendre défiler une horde.
933,Je demanderai une analyse toxico complète.
934,Elle lui annonça ce qui était arrivé.
935,La chaîne de supermarchés Happy Boy .
936,Nina ne laisse personne indifférent.
937,Les examens coûtaient cher.
938,Ce ne serait pas immédiat.
939,Il a passé la nuit ici ?
940,C'est l'enfer des couloirs aériens.
941,"Pour le découvrir, madame ."
942,"Vita est morte, Samantha."
943,Il n'était pas vraiment inquiet.
944,Vous ne pensez pas sérieusement que ces crimes...
945,Mari et femme secouèrent la tête.
946,On n'avait pas touché au matériel informatique.
947,Les malades n'ont rien à faire ici.
948,"Dans ce cas, pourquoi ? ..."
949,Elle espérait sa vie sauve.
950,Il se frotta les yeux.
951,C'était de la part de sa belle doctoresse.
952,Personne n’a accepté de lui dévoiler.
953,Une nouvelle idée vint.
954,Il était accroché à un lacet noir.
955,Je devais le constater.
956,Il avançait en me précédant.
957,Sa poigne est ferme.
958,"Asseyez-vous, que nous discutions."
959,"Une petite fille malade, on dirait bien."
960,La dernière fois qu'elle l'a traîné en justice.
961,Elle portait un jogging marron.
962,"Pour l'instant , répéta-t-elle."
963,"Je dis ""On ne sait jamais ce qui marchera."
964,J'ai appris quelles questions poser.
965,Il y avait deux lampes identiques.
966,Elle avait trois projets en étude.
967,Elle a jailli de son box.
968,Pourquoi cette question ?
969,...entre les mains desquels avait circulé l'argent des Cameron.
970,Ils habitaient dans le centre.
971,Elle passa de noire à gris foncé.
972,Ça ne fait donc pas partie de la signature.
973,"La plupart du temps, elle dormait sur place."
974,Vous en avez parlé à quelqu'un ?
975,Le bourdonnement d'une scie s'échappe.
976,Un duvet blanc lui tapissait le crâne.
977,Ne le prenez pas mal.
978,Bella a flairé sa présence.
979,Ce serait tout de même navrant.
980,Elle tomba en arrière.
981,Milo fit cette note.
982,Ça me semble assez méthodique.
983,Il pourrait pratiquer les arts martiaux.
984,"La médecine préventive, jeunes gens."
985,Lança une voix rauque.
986,Elle a mentionné un nom.
987,C'est la seule façon de faire les choses.
988,Belleveaux eut un vague sourire.
989,Il était de la cinquantaine.
990,Si les noms ne figurent pas ici.
991,Lui avait vécu trente-six ans.
992,Ils sont morts de malnutrition.
993,Il n'eut pas de succès.
994,Britt a toujours été bonne en expression écrite .
995,Je n'en sais rien.
996,Elle était rentrée vers huit heures.
997,Elle rapporta un plateau avec des tasses.
998,C'est aussi dans le paramédical.
999,Pour que ce fumier me verse.
1000,Elle était aussi curieuse.
1001,C’était sans doute refait.
1002,Tout semblait en ordre dans la cuisine.
1003,Il avait un casier judiciaire.
1004,Elle voulut arracher les nuages.
1005,Et vous laisser tranquille.
1006,Louie s'était montré affectueux.
1007,Elle voulait la moitié de ce que je possédais.
1008,"Quand elle a aperçu la silhouette, elle a paniqué."
1009,Ils auraient le syndrome d'Asperger.
1010,La radiologie est principalement statique.
1011,Sur la photo qui y figurait...
1012,Ils prendraient mieux soin d'eux.
1013,Il faut savoir comment les jouer.
1014,Ils ont refusé d'en parler.
1015,On s’en serait pris aux parties génitales.
1016,Sa diffusion avait cessé cinq ans.
1017,C'est un début concret.
1018,Je n’ai aucune idée de ses fréquentations.
1019,Est-ce qu'il en résultait de la tension ?
1020,Y avait-il des collègues qui s'entendaient mal ?
1021,Un kit mains libres est récent.
1022,La femme gisait sur le dos.
1023,Je ne me vois pas mettre sur la sellette.
1024,Si déprimant que ça ? .
1025,Peut-être quelque chose l'a rendue ainsi.
1026,Ils venaient de finir leur service.
1027,"Sa femme renchérit ""Une vraie solitaire."
1028,Vous tirez cette connaissance des fraudes ?
1029,Son débit était un peu trop fort.
1030,Elle n'était pas généreuse avec elle-même.
1031,J'ai contacté le fabricant aussi.
1032,Dans le voisinage .
1033,Si vous pouviez venir tout de suite... .
1034,Les bords étaient soigneusement alignés.
1035,Elle s'étend désormais à tout l'univers.
1036,Il l'a fait dans une friperie.
1037,Elle pensait à une arme dissimulée.
1038,Elle avait appelé pour l'anniversaire.
1039,Je résumai notre conversation.
1040,Elle l'avait vu trop rapidement.
1041,Elles étaient chères à l'époque.
1042,Pourquoi il passe devant ?
1043,"Elle provoquait, comme je l'ai dit."
1044,Andrew est très fort en fitness.
1045,On peut dire ça.
1046,Il était relié à une laisse.
1047,Vous faites souvent appel à la sécurité ?
1048,L'enquêteur du coroner ne l'avait pas repéré.
1049,Aucun magnet n'y figurait.
1050,Les parents avaient une personnalité particulière.
1051,Je n'arrive pas à y croire.
1052,Il avait une chevelure noire ondulée.
1053,Elle prenait elle-même des trucs.
1054,"Oh, mon Dieu... ."
1055,Quelques antiquités semblaient authentiques.
1056,Il n'y figurait même pas le nom.
1057,C'était et cinq mois.
1058,L'unique serveuse était blonde.
1059,Elle a nié un mariage.
1060,Ma grand-mère me disait toujours.
1061,Une autre idée ?
1062,Arme à feu ?
1063,Mais ma femme aime cuisiner.
1064,C'est un son dont elle ne se lasse point.
1065,Notre but est de la persécuter.
1066,Nous la transportâmes à l'intérieur.
1067,Je m'interroge sur son acuité visuelle.
1068,Les psychopathes sont attachés à leurs habitudes.
1069,Vous diriez que l'homme faisait quelle taille ?
1070,J’ai toujours eu cette crainte.
1071,Elle aimait votre cuisine.
1072,Pour le trucider .
1073,La première victime a été impliquée dans un procès.
1074,"Les gosses, c’est une plaie."
1075,Je fixerai le lieu et l'heure.
1076,Il n'y eut pas de réaction.
1077,Il pensait que le maître se faisait étriper.
1078,C'était il y a trois jours.
1079,La scène défila dans mon cerveau.
1080,Une ruse pour qu'elle ouvre ?
1081,La pâte était croustillante.
1082,Peut-être même qu'il s'arrête.
1083,Elle se teignait en blond platine.
1084,Il frotta ses paumes potelées.
1085,La gosse a été gardée en observation.
1086,Et à quelle heure êtes-vous rentré ?
1087,Je n'étais pas tenu de remettre l'assignation.
1088,Son âge était indéterminé.
1089,Compte tenu des cadavres qui s'accumulent.
1090,Hedy le prend à la rigolade.
1091,Aucune salutation ne fut échangée.
1092,Elle a vidé les poubelles.
1093,Cela alléguait des investissements hasardeux.
1094,Ça fait un bail qu'il ne l'a pas vue.
1095,Il accepta à contrecœur.
1096,C'est une scène de théâtre.
1097,Il la roula en boule.
1098,Personne pour pleurer sa disparition.
1099,Quelle que soit son image d'elle-même.
1100,Elle est plus soutenue.
1101,Elle était méticuleusement déployée.
1102,Trois véhicules de police étaient garés.
1103,Il y avait une table de bridge.
1104,Ce ne sont pas des types agressifs.
1105,Leur travail compliquait l'existence des malades.
1106,Ce mur était tapissé de bignonias.
1107,C'était un enquêteur de la morgue.
1108,Le stress fort peut accroître la révolte.
1109,Ça s'est passé dans le quartier ?
1110,Elle n'avait pas commandé de pizza.
1111,C'était un panneau interdit.
1112,Jay passe après le travail.
1113,Louie est votre chien .
1114,Il croisa les bras.
1115,Les bras disponibles n'auront pas terminé .
1116,Il frappa une troisième fois.
1117,Parce que c'est moi qui vous freine ?
1118,Une séduction toute féminine.
1119,Il avait des intonations slaves.
1120,"C'est bon, je suis quasi réveillé."
1121,Je suis consultant pour la police.
1122,C'est sans doute un raton laveur.
1123,C'était le même sort qu'à Colin Quigg.
1124,Il m'a fourni le nom de leur cabinet.
1125,"Milo demanda ""Moins de quarante ?"
1126,Il y a dix ans.
1127,J'ai une belle collection.
1128,Elle l'a entendu s'enfuir.
1129,Je me permis une caresse.
1130,Il était sur la table de nuit.
1131,Colin et Louie .
1132,Nous nous exprimons pareil ?
1133,Ma belle amie m'attendait.
1134,"Mais bon, ce doit être quelqu’un d’autre."
1135,C'est un sujet délicat.
1136,La perruque était à portée.
1137,Vous ne l'avez jamais vue s'emporter ?
1138,Elle avait une sœur.
1139,"Par la suite, je réparais des appareils."
1140,"Si quelqu'un risque d'être gêné, c'est nous."
1141,J'ai contacté Papa John's.
1142,"Tenez, des plats à emporter."
1143,Sa salle d'attente est petite.
1144,Je suis sûr d'avoir raison.
1145,Le bureau est en noyer.
1146,Je me suis précipité dehors.
1147,Andrew Montoya est aussi listé.
1148,"Je demandai ""Vous avez mentionné Philadelphie."
1149,Il me tendit deux documents.
1150,Milo a mis Sean sur le coup.
1151,Le chef doit donner son feu vert.
1152,Elle mangeait sans changer sa mine.
1153,Cet appartement a quelque chose de figé.
1154,Il a été sérieusement blessé.
1155,J'avais une apparence de professionnalisme.
1156,Ses épaules étaient serrées.
1157,Il appela Moe Reed.
1158,Les tissus étaient assortis.
1159,Penchez-vous sur la femme.
1160,Colin en avait fait la connaissance.
1161,"Milo demanda ""Vous avez pratiqué l'autopsie ?"
1162,Expliquez-moi ce qui se passe.
1163,De soi-disant gestionnaires de fortune.
